ItemId,CombinedText,ItemTitle,Price,CategoryId,CategoryTitle
F70D7203-2EB1-4802-8F2B-0110E469FD20,"الفئة: ملابس 
 المنتج: بجاما تايغر 
 *موسم شتاء 2026* *جديد وحصرررري* 🔥🔥 🔥🔥🔥🔥🔥🔥🔥🔥 *حبينا نمسي عليكن بأحلى ترريند من عنااا وبس* 😍😍 *بجامة تايغر للصبايا الزوووق*😍😍😍 *بنطلون بوت كات مع كنزة مطبع تايغر صدر تطريز القماش شاموا سويد أجنبي مكفوووول ع ترجييع* 💯💯 *الالوان بالصور مطابقة للواقع* 💯💯 *اسود وتايغر اوف وايت وتايغر* *القياسات* *فري سايز بتلبس من 38 لل 44* 💸💸 *السعر 225.000* تسليم مباشر 📤📤 شحن وتوصيل فوووري 🚨🚨 متوفر جملة ومفرق 💞 🔥😍🔥😍🔥😍 #Vanva_fashion 
 المواصفات: النوع: اخرى | الحالة: جديد | اللون: أبيض, أسود",بجاما تايغر,225000.0,F0969B0B-9B3B-49A4-8167-F35307C2CAB1,ملابس
EC5C5248-6897-4F4E-8BBA-01152F26A74E,"الفئة: مُستحضرات تجميل 
 المنتج: بكج علاج الخصوبة والعقم لدى رجال ونساء 
 🌟 الحل الأمثل لتعزيز الخصوبة والصحة الجنسية! 🌟 تريد نتائج مضمونة؟ لدينا الحل المتكامل: ✅ GENESESVIT – لعلاج العقم وزيادة فرص الحمل، مع تحسين جودة وحركة الحيوانات المنوية. ✅ الحوت الأزرق الأمريكي – لتضخيم القضيب، تأخير القذف، وتقوية الانتصاب. ✅ بخاخ القرش لرجال – لتقليل الحساسية وإطالة المدة مع ترطيب طبيعي. جميع المنتجات أمريكية الصنع وعالية الجودة، ومصممة لتعطيك الثقة والأداء المطلوب! 🚀 لا تنتظر أكثر – حقق التغيير الذي تريده الآن! 💬 راسلنا للطلب أو الاستفسار. 
 المواصفات: بلد التصنيع : امريكا",بكج علاج الخصوبة والعقم لدى رجال ونساء,115.0,625FD878-1133-4BFE-B697-1155EEFEC4B3,مُستحضرات تجميل
8C9765B4-95BF-4AAE-85AC-012495E0F8D7,"الفئة: أثاث آخر 
 المنتج: غرفة أعدة 
 طقم كنبايات مع صندوق مفردتين وثلاثيتين 
 المواصفات: الحالة: مستعمل",غرفة أعدة,1000000.0,FA9D8F98-1490-4FA6-AECD-E81138AA973D,أثاث آخر
D1C7B65C-85C6-410D-A513-012727EEBC66,"الفئة: أثاث غرف ضيوف 
 المنتج: ثريا مستعملة للبيع 
 ثريا بحالة جيدة 8 لمبات مع كلوبات زجاج وكريستال لون بني (شامبيه) 
 المواصفات: اللون: بني, بيج | النوع: اخرى | الحالة: مستعمل",ثريا مستعملة للبيع,60.0,76DFC556-FE49-456E-AD0A-8426A2A4E8F1,أثاث غرف ضيوف
4B2841AF-89FA-449C-8772-01287DFBC58A,"الفئة: كهربائيات المنزل 
 المنتج: مايكروويف 
 مايكروف لتسخين الاكلات 
 المواصفات: نوع الجهاز: مايكروويف | الحالة: مستعمل",مايكروويف,450.0,D67D9070-A8CA-4A4C-A7B2-8A816A98FC02,كهربائيات المنزل
BAD25CC6-F241-4E2B-AEB0-015390FDF20E,"الفئة: مَشغُولات يدويَّة 
 المنتج: شمع ديكور 
 المواصفات: الحالة: جديد",شمع ديكور,8.0,4D54AB83-F5E7-4011-AA3D-04094B7DF6C0,مَشغُولات يدويَّة
4E2B099C-B798-4D01-8EF9-016F9A8269B1,"الفئة: مكاتب ومحلات تجارية 
 المنتج: محل للايجار 
 محل للايجار شارع رئيسي بناية السكك الحديدية يقع على زاوية له ٣فتحات مساحة ٤٠ متر مطلوب ايجار شهري ٧٠٠ دولار 
 المواصفات: موقع المحل: شارع رئيسي | عمر العقار: اكثر من 10 سنوات | صفة المُعلِن: المالك",محل للايجار,700.0,89356EF2-525A-4711-AEB9-03DE3FB162E1,مكاتب ومحلات تجارية
196F39D4-F71A-48B9-B70C-01735C07157F,"الفئة: هدايا 
 المنتج: ستاند مضيء 
 المواصفات: الحالة: جديد",ستاند مضيء,7.5,E545B4D7-BDEB-4F25-AC16-5963F27FE44D,هدايا
0B744A44-540B-460F-9A8D-0177AE626850,"الفئة: هدايا 
 المنتج: اساور كارتيه 
 اساور كارتيه بلون فضي و دهبي و برونزي 
 المواصفات: الحالة: جديد",اساور كارتيه,1.0,E545B4D7-BDEB-4F25-AC16-5963F27FE44D,هدايا
0C689FED-9161-4D5E-A502-018969DA8D3D,"الفئة: إكسسوارات و حقائِب 
 المنتج: حقائب للاطفال 
 حقيبة خرز للاطفال الحجم الميني بألوان المارشميلو 
 المواصفات: الحالة: جديد | نوع الإكسسوار: شنط و حقائب | اللون: اخرى",حقائب للاطفال,10.0,55B2FC94-2E17-4A7A-9BC7-7D0323583FF5,إكسسوارات و حقائِب
C5A80726-D21C-4E63-BDEC-0196EBF78352,"الفئة: كاميرات و مُستلزمات صوتية 
 المنتج: كميرة مراقبة dahua 
 المواصفات: نوع الجهاز: كاميرات | الحالة: جديد",كميرة مراقبة dahua,18.0,248606C1-9964-47F8-BCF7-06F731B6F718,كاميرات و مُستلزمات صوتية
5F95BAE0-E63F-4299-A5A2-01A4A4196F37,"الفئة: ملابس 
 المنتج: بجامة رجالي 
 يا جبار جديدناااا #لك_عزيزي بجامة رجالي فليس ميكرو نخب اول #الألوان: بترولي_بيج_حديدي_اسود رماديM #القياسات: M_L_XL_ باقي الالوان #السعر: 200.000 توصيل بالشام شحن للمحافظات التسليم فوووري 
 المواصفات: النوع: اخرى | الحالة: جديد | اللون: أخضر, فضي, أسود, بيج",بجامة رجالي,200000.0,F0969B0B-9B3B-49A4-8167-F35307C2CAB1,ملابس
32AC5F01-15D3-404D-AA59-01BE9886D74E,"الفئة: كاميرات و مُستلزمات صوتية 
 المنتج: مكبر صوت HY 3009 M الاحترافي 
 يُعد هذا الميغافون الخيار الأذكى للفعاليات والأنشطة الخارجية؛ حيث يجمع بين الأداء الصوتي الجبار وميزات تشغيل الوسائط المتعددة لضمان وصول رسالتك بوضوح تام. أهم ميزاته: تعدد الوسائط: يدعم تشغيل المقاطع الصوتية مباشرة عبر USB و SD CARD، مع مدخل مايكروفون (MIC INPUT) لسهولة التحدث. أداء قوي: يعمل بقدرة قصوى تصل لـ 45 واط، مما يضمن صوتاً نقياً وقوياً يغطي مساحات واسعة. مرونة الطاقة: يعمل بجهد 12 فولت أو باستخدام 10 بطاريات (قياس C)، ليكون جاهزاً للعمل معك في أي مكان. تصميم متين: مزود بقبضة مريحة وحزام للحمل، مما يجعله مثالياً للاستخدام المكثف في الملاعب، المخيمات، والمظاهرات. للطلب أو الاستفسار راسلنا عالخاص 📩 ESN – سنتر الإلكترونيات 
 المواصفات: الحالة: جديد | نوع الجهاز: مكبرات صوت",مكبر صوت HY 3009 M الاحترافي,115.0,248606C1-9964-47F8-BCF7-06F731B6F718,كاميرات و مُستلزمات صوتية
9181B097-4A15-48B6-B711-01C673676397,"الفئة: دروس للصفوف الإبتدائية والإعدادية 
 المنتج: دورة تدريبية في اللغة العربية 
 📢 *دورة تدريبية في اللغة العربية ✍️📚* هل تواجه صعوبة في القراءة أو الكتابة؟ هل ترغب بتأسيس نفسك أو طفلك من الصفر؟ 🎓 *سجّل الآن في دورة: ""تأسيس اللغة العربية من الصفر""* 🔹 تعليم الحروف والقراءة خطوة بخطوة 🔹 تدريب على الكتابة والإملاء 🔹 تقوية القواعد والمفردات 🔹 مناسبة للأطفال والناشئين والمبتدئين 💰 *الرسوم:* رمزية ومناسبة للجميع 🕒 *المدة:* كل مستوى 7جلسات المستويات مبتدأين ..متوسطين ..محترفين 📍 *الطريقة:* أونلاين (المحاضرات والدروس مسجلة ) .شهادة حضور عند إتمام الدورة* 📱 *للتسجيل أو الاستفسار:* واتساب: 0932560785 🚀 لا تفوّت الفرصة! *ابدأ من الأساس... وارتقِ بلغتك! 🇸🇾✏️ 
 المواصفات: المادة الدراسية: اللغة العربية",دورة تدريبية في اللغة العربية,0.0,AFBA741E-53CD-4279-9990-6EFABBE40919,دروس للصفوف الإبتدائية والإعدادية
FBCB3973-0087-44E6-B3A9-01FB414E0174,"الفئة: ساعات و مجوهرات 
 المنتج: ساعات رجاليه ونسائية 
 ساعة نسائية كتير كيوت عل ايد 
 المواصفات: النوع: ساعات | الحالة: جديد | اللون: اخرى",ساعات رجاليه ونسائية,21.0,0115166C-1538-4691-A809-C4417739D38E,ساعات و مجوهرات
EFB823F0-B611-41D6-9E17-02178F838624,"الفئة: سيارات 
 المنتج: سيارة للبيع 
 بي ام لون ابيض اربع بواب بحالة جيدة 
 المواصفات: نوع السيارة: 4X4 دفع رباعي | اللون: أبيض | ماركة السيارة: بي ام دبليو | عدد الأبواب: أربعة أبواب | الوقود: بنزين | عدد المقاعد: 5 | الحالة: مستعمل بحالة جيدة | ناقل الحركة: اوتوماتيك",سيارة للبيع,10000.0,4CD5AC94-C292-46B3-B991-9DF8202F002F,سيارات
870F49FA-A5F7-484F-8065-02181E8FC547,"الفئة: مُستحضرات تجميل 
 المنتج: صابون جنوزي 
 📌 صابونة جانوزي الأصلية – سر الجمال الطبيعي لبشرتك! هل تعاني من مشاكل البشرة؟ 🤔 سواء كانت حبوب، بقع داكنة، أكزيما، جفاف أو بهتان… الحل الطبيعي بين يديك! 💯 ✨ صابونة جانوزي من DXN مصنوعة من مكونات طبيعية وعلى رأسها فطر الجانوديرما، المعروف بخصائصه العلاجية والتجميلية الفريدة! 💥 فوائد صابونة جانوزي: ✅ تنظف البشرة بعمق وتزيل الأوساخ والرؤوس السوداء ✅ تفتح البشرة وتوحد لونها ✅ تخفف من آثار الحبوب والبقع الداكنة ✅ ترطب البشرة وتمنع الجفاف ✅ مناسبة للوجه والجسم وحتى فروة الرأس ✅ آمنة للأطفال والحوامل 💚 📦 صابونة وحدها بتغنيك عن عشرات المنتجات الكيماوية 👌 🔒 أصلية 100% من شركة DXN الماليزية 📲 اطلبها الآن عبر واتساب: 📍 التوصيل متاح لكل المحافظات ⏳ الكمية محدودة – لا تفوّت الفرصة! 
 المواصفات: بلد التصنيع : سوريا",صابون جنوزي,6.0,625FD878-1133-4BFE-B697-1155EEFEC4B3,مُستحضرات تجميل
FAA989EA-D8A9-4F4B-89D7-021CDB069F5A,"الفئة: ملابس 
 المنتج: فستان سهرا 
 ياجبار يارب فستان سهرا القماش : كريب سكوبا اجنبي الموديل: ببيونه ع صدر وزنود ع ايد Siz:38.40.42.44.46 الألوان: نيلي قطعه معده لتصدير💥 السعر: 240.000 توصيل ضمن الشام شحن للمحافظات تصدير لجميع الدول الخارجيه🤝💯 (اخر قطعتين) 
 المواصفات: اللون: اخرى | الحالة: جديد | النوع: فساتين/تنورات",فستان سهرا,240000.0,F0969B0B-9B3B-49A4-8167-F35307C2CAB1,ملابس
C1BE39B2-C8D0-46DD-BF6D-022381DC78D6,"الفئة: أثاث غرف ضيوف 
 المنتج: غرفة ضيوف 
 غرفة ضيوف مستعملة 
 المواصفات: النوع: كنب | اللون: بيج | الحالة: مستعمل",غرفة ضيوف,100.0,76DFC556-FE49-456E-AD0A-8426A2A4E8F1,أثاث غرف ضيوف
E29FF052-9926-4DA4-96A1-0236E19F7562,"الفئة: ملابس 
 المنتج: بيجامة ٣ قطع 
 #الأكابرية_والهضامة 🖤👇👇👇👇👇 لك عزيزي 🖤 بجامة رجالي قماش شتوي فليس ميكرو طباعة مكفولة فيست براشوت محشي ديكرون 2ونص سم #الألوان: سماوي_بترولي_حديدي_ابيض_اسود 300.000 M. L. XL. XXL كل الالوان رمادي XL. XXL توصيل بالشام شحن للمحافظات التسليم فوووري 
 المواصفات: اللون: كحلي, فضي, أبيض, أزرق فاتح, أسود | الحالة: جديد | النوع: اخرى",بيجامة ٣ قطع,300000.0,F0969B0B-9B3B-49A4-8167-F35307C2CAB1,ملابس
E2C69C05-FF4A-44D9-A983-024FB6AF142A,"الفئة: ملابس 
 المنتج: جاكيت جوخ فخم 
 *جــــــــــديد جــــــــــديد وحصري من عنا قاروط فاشن*🤩 ⬇️⬇️ *شـــتاء 2025-2026* بحياااااتي كلااا💚🤭ماشفت اجمل واتقل من هيك 🌼👑 ووصل افخم جاكيت جوخ فاااخر 👑🤍 7 الوان بتجنن 🤩 *سايز واحد من 38 لل 44* *السعر 300.000 *توصيل دمشق وحمص وشحن للمحافظات بعد يومين ان شاء الله(قدموس. مسارات. اهلية)* 🏍️🚛 
 المواصفات: النوع: جواكيت | الحالة: جديد | اللون: خمري, أخضر, صحراوي, بني, فضي, اخرى, رمادي, زيتي, أخضر فاتح, أسود, بيج",جاكيت جوخ فخم,300000.0,F0969B0B-9B3B-49A4-8167-F35307C2CAB1,ملابس
CC625485-99AF-4A23-8DD8-027528E32F3D,"الفئة: كهربائيات المنزل 
 المنتج: اشتري خلاط واحصل على ابريق تسخين هدية 
 اشتري خلاط واحصل على ابريق تسخين هدية 🎁🔥 🔹خلاط عملي وقوي لكل الاستخدامات 🔹مناسب للعصائر، الخلط، والطحن 🌸🎁مع ابريق تسخين هدية لتحضير الشاي والمشروبات الساخنة ✨ لا تضيع الفرصة ✨ 📩 توصيل بدمشق وشحن للمحافظات F 
 المواصفات: نوع الجهاز: أُخرى | الحالة: جديد",اشتري خلاط واحصل على ابريق تسخين هدية,15.0,D67D9070-A8CA-4A4C-A7B2-8A816A98FC02,كهربائيات المنزل
CAF6B342-2ABC-4709-8E2C-02860087632C,"الفئة: ملابس 
 المنتج: اطلب من موقع shein 
 اطلب الان من موقع shein واستلم في سوريا شحن سريع 
 المواصفات: اللون: أسود, أحمر, أبيض, أصفر, أخضر | النوع: بنطلونات, فساتين/تنورات, كنزات/ملابس صوفية, جواكيت, تي شيرتات/قمصان | الحالة: مستعمل, جديد",اطلب من موقع shein,1.0,F0969B0B-9B3B-49A4-8167-F35307C2CAB1,ملابس
A922478E-14E8-4DB3-AFE8-028C99EC7724,"الفئة: خدمات أُخرى 
 المنتج: كتابة على ال word 
 استلام جميع ما يخص ال word حلقات بحث مشاريع تخرج نوط نماذج أسئلة بالإضافة لتصميم cv و تصميم غلاف للنوط",كتابة على ال word,1.0,F292A186-9C03-404A-85B0-3C84CCA5608F,خدمات أُخرى
749BB1F5-E88C-4CFA-8DAE-028FCC743CE1,"الفئة: عقارات للبيع 
 المنتج: ارض للبيع 
 ارض دخل مخطط التنظيمي طابو سعر متر 25 دولار و سكرة 
 المواصفات: عدد الحمامات: 1 | الواجهة: غرب | صفة المُعلِن: المالك | عمر العقار: بناء جديد | عدد الغرف: 1 | نوع العقار: أراضي",ارض للبيع,25.0,6E0F6F5E-27F0-401E-ADFD-EA463E38AD8D,عقارات للبيع
360D7096-8DFB-4AC4-9ECD-029018DC1E0D,"الفئة: عقارات للبيع 
 المنتج: جنينة للبيع بحاجة اكساء 
 للبيع المستعجل 🏘️حلب الجديدة شمالي شارع الفيلات جنينة نزول طابق مساحة 250 متر تقريبي 5 غرف بحاجة لإعادة إكساء عمار داخلي 150 متر خارجي تقريبا 100 متر اتجاة شرقي قبلي غربي مطلوب90 الف وسكرة 
 المواصفات: عمر العقار: اكثر من 10 سنوات | نوع العقار: شقة سكنية | الواجهة: شرق, غرب, جنوب | صفة المُعلِن: وسيط",جنينة للبيع بحاجة اكساء,90000.0,6E0F6F5E-27F0-401E-ADFD-EA463E38AD8D,عقارات للبيع
991829BD-D09D-4294-9E32-02A7B9B5FA5D,"الفئة: عقارات للبيع 
 المنتج: شقة للبيع 
 شارع نزار قباني الشقة عالشارع العام طابق اول بلكون 5 غرف + صالون مقطعين مساحة 220 متر موقع فوق ال ممتاز الاكساء قديم الشقة مسكونة حالياً الشقة مقسومة إلى قسمين 
 المواصفات: عمر العقار: اكثر من 10 سنوات | صفة المُعلِن: المالك | الواجهة: شرق | نوع العقار: شقة سكنية",شقة للبيع,240.0,6E0F6F5E-27F0-401E-ADFD-EA463E38AD8D,عقارات للبيع
4EFA8984-EFA3-49DA-8192-02ACE952E50C,"الفئة: كهربائيات المنزل 
 المنتج: سخانة صغيرة 
 المواصفات: نوع الجهاز: اخرى | الحالة: مستعمل",سخانة صغيرة,6.0,D67D9070-A8CA-4A4C-A7B2-8A816A98FC02,كهربائيات المنزل
AC9B5428-2169-423E-84F2-02B83C2D70FD,"الفئة: وظائِف 
 المنتج: خدمات محاسبية احترافية لأعمالك 
 هل تبحث عن محاسب موثوق لإدارة حساباتك؟ نقدّم خدمات محاسبية احترافية تساعدك على تنظيم أعمالك واتخاذ قرارات مالية دقيقة. ✔ إعداد ومتابعة الحسابات ✔ تقارير مالية واضحة ودقيقة ✔ إدارة مالية باحتراف ✔ خدمة محاسبة عن بُعد عند الحاجة دع عملك بين أيدٍ خبيرة… وركّز على نمو مشروعك. 
 المواصفات: الوظيفة: محاسبة",خدمات محاسبية احترافية لأعمالك,0.0,56E8657B-7C18-491A-BCF0-E3E0D787502B,وظائِف
ADF3D4D4-0CCD-418F-87CC-02ECA0228CA3,"الفئة: مستلزمات المطبخ 
 المنتج: تجريبي 
 تجريبي 
 المواصفات: النوع: أطباق و صحون | الحالة: جديد",تجريبي,5.0,77828315-4791-4CB7-83F2-BECCE3E81C70,مستلزمات المطبخ
1232CD13-3C3F-4C0F-B5B5-02F038A6A0A8,"الفئة: جوالات 
 المنتج: موبايل شغال 
 غغغليءننوا اهجحخهت 
 المواصفات: ماركة الجوال: شاومي | الحالة: مستعمل بحالة جيدة | الذاكرة: 64 جيجا | اللون: نحاسي",موبايل شغال,2000000.0,401074DA-DE37-4204-A1B0-DF4E59ABA205,جوالات
682B884D-A8FA-4D9F-865B-030CD20CC2D6,"الفئة: مُستحضرات تجميل 
 المنتج: الريتنال الغني عن التعريف shot 
 فوائد المنتج: 1. يعزز مرونة البشرة ويقلل من التجاعيد بفضل الريتنال النانوي. 2. يعمل على تجديد الخلايا وتحفيز إنتاج الكولاجين. 3. يهدئ البشرة ويرطبها بفضل Panthenol وAllantoin. 4. يخفف من التهيج ويحسن مظهر البشرة في وقت قصير. 5. مناسب للبشرة المتقدمة في العمر أو التي تعاني من الترهلات. الصناعة: صناعة كورية. ١٩٠ الف ل.س 
 المواصفات: بلد التصنيع : سوريا",الريتنال الغني عن التعريف shot,19.0,625FD878-1133-4BFE-B697-1155EEFEC4B3,مُستحضرات تجميل
A7009386-63A2-44AA-BD41-031DD2181786,"الفئة: كهربائيات المنزل 
 المنتج: حفارة الكوسا 
 حفارة الكوسا 2 بـ 1 شحن ايدك اليمين بأكلات المحاشي رأس حاد لحفر المحاشي مع رأس مسنن لتقشير السمك تعمل على الشحن بوصلة USB 
 المواصفات: الحالة: جديد | نوع الجهاز: أُخرى",حفارة الكوسا,20.0,D67D9070-A8CA-4A4C-A7B2-8A816A98FC02,كهربائيات المنزل
72AB1446-2F9F-4DB1-9BCF-031E413DE119,"الفئة: مُستحضرات تجميل 
 المنتج: لاصقات علاج آلام ظهر والفقرات 
 👨🏻‍⚕️ لا تدع الألم يوقفك! استعد نشاطك اليومي! 👨🏻‍⚕️ هل تشعر بآلام مزعجة في ظهرك، كتفك، أو أي مفصل؟ لأيام مليئة بالحركة دون قيود، جرب لاصقات الجنسنغ الأحمر الكوري! ✅ تخفيف فوري وموجه للألم: تستهدف هذه اللاصقات نقاط الألم مباشرة، لتمنحك شعورًا بالراحة والسكينة بفضل المكونات الطبيعية القوية. 💪 مرونة وحركة أسهل: سواء كنت تمارس مهامك اليومية أو تستعد لجولة رياضية، تساعدك اللاصقات على استعادة مرونة عضلاتك ومفاصلك لتتحرك بحرية وثقة. 🌿 تركيبة طبيعية مُهدئة: الجنسنغ الأحمر الكوري يعمل على تعزيز الدورة الدموية في المنطقة المصابة، مما يساعد على التخفيف السريع والفعال للآلام العضلية والمفصلية. اجعل الراحة جزءًا من روتينك اليومي. اطلب لاصقات الجنسنغ الآن وعِش حياتك بكامل طاقتك! #تخفيف_الآلام #جنسنغ_كوري #صحة_المفاصل #حياة_أكثر_راحة #رياضة #نشاط #مسكن_طبيعي #لاصقات_طبية 
 المواصفات: بلد التصنيع : الصين",لاصقات علاج آلام ظهر والفقرات,12.0,625FD878-1133-4BFE-B697-1155EEFEC4B3,مُستحضرات تجميل
4DC0078D-8CD4-4291-A526-031FFBA32070,"الفئة: عُطورات 
 المنتج: Venous perfume 
 ◾روعةُ النفحَة من عبقها الفواح🌟 ✨لكَ الأثرُ و لكِ الرونق وعلينا التفرّد و التميز✨ 💫💫حمص شارع الغوطة مقابل مدرسة الغرناطة 💫💫 العطر الموجود مُركز 🔥 سعة100 ml من معطر السيارة🌸 سعة100 ml من معطر المفروشات 🌸 سعة100 ml من معطر الشعر 🌸 🔴سعر القطعة 4$🔶 🔴وعرض اشتري الثلاثة بسعر 9$🔶 
 المواصفات: بلد التصنيع : سوريا",Venous perfume,4.0,7FA602D7-F1A3-4599-8AC5-034156953239,عُطورات
50632D11-52E7-4B45-8A85-033B8618D92F,"الفئة: ملابس 
 المنتج: تنورة + قطعة علوية دانتيل + قماش شفاف ممكن ارتداء بوضي تحته ليصبح مناسب للحجاب 
 مقاس ٤٢-٤٤ ويمكن تضييقه فستان من قطعتين تنورة + قطعة علوية ملبوس ليلتين فقط قابل للتفاوض ومامنختلف 
 المواصفات: الحالة: مستعمل | اللون: رمادي, وردي, بيج, بنفسجي, فضي | النوع: فساتين/تنورات",تنورة + قطعة علوية دانتيل + قماش شفاف ممكن ارتداء بوضي تحته ليصبح مناسب للحجاب,350.0,F0969B0B-9B3B-49A4-8167-F35307C2CAB1,ملابس
2C887F1C-0AE5-4F8B-B9D6-03521DB7F937,"الفئة: ألعاب أطفال 
 المنتج: العاب اطفال صينية 
 لعوبة صغنونة كيووت 
 المواصفات: الحالة: جديد",العاب اطفال صينية,6.0,76ECE185-6AD9-4694-A631-538CC28D9606,ألعاب أطفال
